accession	cluster	umap_1	umap_2	ec_full	ec_top_level	ec_subclass	ec_sub_subclass	protein_name_first_word	is_p450	cyp_family	cyp_subfamily	is_bsh	is_hsd	is_reductase	is_receptor	is_transporter	genus	species_binomial	length_aa	shannon_entropy	is_literature_recruited	has_ec	has_rhea
A0A673H0G2	0.0	15.62863540649414	4.743378162384033	1.14.14.25	1	1.14	1.14.14	Cholesterol	True			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	441	4.1765	0	True	True
A0A673H0H4	0.0	16.07261848449707	4.890304088592529	1.14.14.25	1	1.14	1.14.14	Cholesterol	True			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	466	4.2129	0	True	True
A0A673HEN4	52.0	11.664872169494627	7.203678131103516					Ileal	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	364	4.123	0	False	True
A0A673HHJ9	88.0	1.410101056098938	0.424378901720047					Glucosylceramidase	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	515	4.1543	0	False	True
A0A673HHN0	88.0	1.4268295764923096	0.4287315905094147					Glucosylceramidase	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	513	4.1726	0	False	True
A0A673HK80	88.0	1.6508115530014038	0.4366356134414673					Glucosylceramidase	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	527	4.1739	0	False	True
A0A673HKA0	88.0	1.4123855829238892	0.4299310147762298					Glucosylceramidase	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	524	4.1705	0	False	True
A0A673HKE8	88.0	1.360962152481079	0.3915111124515533					Glucosylceramidase	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	519	4.1746	0	False	True
A0A673HLS5	88.0	1.3934168815612793	0.4045762717723846					Glucosylceramidase	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	525	4.1852	0	False	True
A0A673HZR5	33.0	8.0204496383667	-12.026715278625488					Multidrug	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1471	4.1529	0	False	True
A0A673I0F7	33.0	8.102730751037598	-11.988356590270996					Multidrug	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1473	4.1574	0	False	True
A0A673I0I1	87.0	-1.8059898614883425	4.241360664367676	1.1.1.62	1	1.1	1.1.1	hydroxyacyl-CoA	False			False	True	True	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	260	3.9843	0	True	True
A0A673IEE1	17.0	5.541019439697266	9.431211471557615	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	361	4.145	0	True	True
A0A673IJF9	52.0	12.260784149169922	7.675519943237305					Ileal	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	414	4.1537	0	False	True
A0A673IP00	17.0	5.975380897521973	10.145983695983888	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	338	4.144	0	True	True
A0A673IQP9	15.0	13.051767349243164	8.538942337036133					Hepatic	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	325	3.9895	0	False	True
A0A673IU63	15.0	13.26670742034912	8.110793113708496					Hepatic	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	326	3.9882	0	False	True
A0A673J693	5.0	3.8818588256835938	-10.604591369628906					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1289	4.1293	0	False	True
A0A673J6B4	17.0	5.956374168395996	10.130925178527832	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	338	4.1467	0	True	True
A0A673J989	5.0	3.9427297115325928	-10.713720321655272					Cystic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1241	4.131	0	False	True
A0A673J9V2	5.0	4.106054782867432	-10.543146133422852					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1223	4.1372	0	False	True
A0A673J9W2	11.0	-4.744556427001953	11.949125289916992					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	865	4.2289	0	False	True
A0A673J9Y1	11.0	-4.734316825866699	11.977726936340332					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	864	4.2231	0	False	True
A0A673JA47	11.0	-4.771478652954102	11.936945915222168					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	863	4.2304	0	False	True
A0A673JAA0	11.0	-4.74134635925293	11.93982982635498					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	865	4.2316	0	False	True
A0A673JC86	11.0	-4.723031044006348	11.95641040802002					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	872	4.2301	0	False	True
A0A673JEH5	11.0	-4.76206111907959	11.94057273864746					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	862	4.2342	0	False	True
A0A673JEU0	11.0	-4.752553939819336	11.956400871276855					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	870	4.2316	0	False	True
A0A673JF02	11.0	-4.638898849487305	11.921483993530272					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	898	4.2367	0	False	True
A0A673JF06	11.0	-4.582653522491455	11.988240242004396					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	881	4.236	0	False	True
A0A673JF27	11.0	-4.778738975524902	11.93276023864746					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	860	4.2324	0	False	True
A0A673JFS2	11.0	-4.784289836883545	11.926145553588867					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	876	4.2292	0	False	True
A0A673JFS4	58.0	10.803495407104492	4.768335819244385					Hedgehog	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	418	4.127	0	False	True
A0A673JII1	5.0	3.914991855621338	-10.649264335632324					Cystic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1280	4.1249	0	False	True
A0A673JIX9	5.0	3.889562845230103	-10.688558578491213					Cystic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1270	4.1207	0	False	True
A0A673JIZ4	5.0	3.9642508029937744	-10.69466781616211					Cystic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1284	4.1163	0	False	True
A0A673JJJ5	5.0	3.9501004219055176	-10.67911148071289					Cystic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1266	4.1294	0	False	True
A0A673JJL0	5.0	3.867928504943848	-10.781804084777832					Cystic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1214	4.1345	0	False	True
A0A673JK50	11.0	-4.749035358428955	11.935381889343262					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	865	4.2301	0	False	True
A0A673JKP4	11.0	-4.720212459564209	11.940071105957031					Non-lysosomal	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	871	4.228	0	False	True
A0A673JM33	2.0	7.3506364822387695	-3.422245740890503	1.14.14.14	1	1.14	1.14.14	Cytochrome	True	CYP4	CYP4V	False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	510	4.1947	0	True	True
A0A673JP77	2.0	7.38637113571167	-3.4205081462860107	1.14.14.14	1	1.14	1.14.14	Cytochrome	True	CYP4	CYP4V	False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	501	4.1998	0	True	True
A0A673JQG4	23.0	8.506481170654297	4.352318286895752					Hormone-sensitive	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	853	4.1535	0	False	True
A0A673JQX2	33.0	7.681044101715088	-12.054163932800291					Multidrug	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1431	4.1562	0	False	True
A0A673JR16	23.0	8.499279022216797	4.349785327911377					Hormone-sensitive	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	847	4.1509	0	False	True
A0A673JT04	2.0	7.364171028137207	-3.4327986240386963	1.14.14.14	1	1.14	1.14.14	Cytochrome	True	CYP4	CYP4V	False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	512	4.2076	0	True	True
A0A673JV66	33.0	7.671706199645996	-12.072856903076172					Multidrug	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1445	4.1561	0	False	True
A0A673JXT9	2.0	7.393076419830322	-3.43247127532959	1.14.14.14	1	1.14	1.14.14	Cytochrome	True	CYP4	CYP4V	False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	505	4.1928	0	True	True
A0A673K2Q4	30.0	13.370786666870115	4.187280654907227					Hedgehog	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	413	4.1578	0	False	True
A0A673K7B8	0.0	16.004934310913086	4.830897808074951	1.14.14.25	1	1.14	1.14.14	Cholesterol	True			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	499	4.199	0	True	True
A0A673KAU2	7.0	9.338296890258787	8.95745849609375					Cytosolic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	572	4.2427	0	False	True
A0A673KJV2	7.0	9.48920440673828	9.098665237426758					Cytosolic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	554	4.2385	0	False	True
A0A673KML2	5.0	4.199004650115967	-12.495795249938965					ATP-binding	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1330	4.1421	0	False	True
A0A673KPK5	5.0	4.169783115386963	-12.43406105041504					ATP-binding	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1209	4.1306	0	False	True
A0A673KPM6	5.0	4.130898475646973	-12.34553337097168					ATP-binding	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1225	4.1248	0	False	True
A0A673KQJ8	30.0	13.369588851928713	4.187562942504883					Hedgehog	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	413	4.1711	0	False	True
A0A673KTT9	6.0	12.01424503326416	16.54086685180664					Acyl-coenzyme	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	402	4.1939	0	False	True
A0A673KUY3	4.0	1.7543805837631226	12.794981956481934	1.14.14.154	1	1.14	1.14.14	Lanosterol	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	484	4.1793	0	True	True
A0A673KV06	4.0	1.7165656089782717	12.82824993133545	1.14.14.154	1	1.14	1.14.14	Lanosterol	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	506	4.1768	0	True	True
A0A673KW28	5.0	4.177803993225098	-12.453483581542969					ATP-binding	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1217	4.1302	0	False	True
A0A673KX85	4.0	1.7512208223342896	12.840461730957031	1.14.14.154	1	1.14	1.14.14	Lanosterol	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	501	4.1739	0	True	True
A0A673L3C5	4.0	1.738810420036316	12.84585952758789	1.14.14.154	1	1.14	1.14.14	Lanosterol	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	501	4.1754	0	True	True
A0A673L3F4	4.0	1.755116581916809	12.813751220703123	1.14.14.154	1	1.14	1.14.14	Lanosterol	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	484	4.178	0	True	True
A0A673LAD7	48.0	5.497854232788086	5.498236179351807					Hedgehog	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	415	4.1278	0	False	True
A0A673LIZ3	7.0	8.696708679199219	7.98069429397583					Cytosolic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	571	4.2317	0	False	True
A0A673LLA3	61.0	10.254157066345217	0.3035905659198761	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	552	4.1691	0	True	True
A0A673LMQ9	5.0	3.932077169418335	-10.418701171875					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1274	4.1368	0	False	True
A0A673LNX6	7.0	8.72853946685791	7.974985599517822					Cytosolic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	553	4.2357	0	False	True
A0A673LP07	61.0	10.189167976379396	0.2758505940437317	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	533	4.1748	0	True	True
A0A673LP34	61.0	10.192668914794922	0.3455899655818939	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	549	4.1572	0	True	True
A0A673LQK4	5.0	3.897233247756958	-10.39223861694336					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1251	4.1327	0	False	True
A0A673LQM1	5.0	4.012983322143555	-10.453418731689451					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1283	4.14	0	False	True
A0A673LQM4	61.0	10.264601707458496	0.2855419516563415	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	538	4.1692	0	True	True
A0A673LQU3	5.0	3.865603923797608	-10.390746116638184					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1315	4.1423	0	False	True
A0A673LR56	5.0	4.014228820800781	-10.477446556091309					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1262	4.1411	0	False	True
A0A673LRW9	5.0	3.898926734924317	-10.403802871704102					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1320	4.1415	0	False	True
A0A673LSB3	5.0	3.87890625	-10.394824028015137					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1305	4.1408	0	False	True
A0A673LSB8	5.0	3.9118845462799072	-10.406768798828123					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1291	4.1426	0	False	True
A0A673LSV6	5.0	4.041797161102295	-10.433171272277832					Multidrug	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1241	4.1376	0	False	True
A0A673LVQ1	48.0	5.511472225189209	5.4668474197387695					Hedgehog	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	415	4.1258	0	False	True
A0A673LZ59	35.0	3.2749722003936768	-2.913803100585937	1.1.1.62	1	1.1	1.1.1		False			False	True	True	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	261	3.9751	0	True	True
A0A673M1B6	23.0	9.15828800201416	5.581691741943359					Hormone-sensitive	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	693	4.114	0	False	True
A0A673M5K5	87.0	-1.8077189922332764	4.22897481918335	1.1.1.62	1	1.1	1.1.1	hydroxyacyl-CoA	False			False	True	True	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	260	3.9922	0	True	True
A0A673M7B7	26.0	1.5194562673568726	18.212833404541016					Cholesteryl	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	493	4.125	0	False	True
A0A673MKL2	37.0	11.372451782226562	-7.920594692230225					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1275	4.1351	0	False	True
A0A673ML71	37.0	12.01579475402832	-7.520488262176514					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1348	4.1332	0	False	True
A0A673MNA3	37.0	11.245867729187012	-7.939036846160889					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1266	4.1397	0	False	True
A0A673MRL0	37.0	11.492161750793455	-7.759702682495117					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1342	4.1326	0	False	True
A0A673MSK7	37.0	12.000059127807615	-7.576346397399902					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1327	4.1286	0	False	True
A0A673MSS0	37.0	11.440625190734863	-7.839865684509277					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1269	4.1387	0	False	True
A0A673MT87	37.0	11.42313289642334	-7.809793949127197					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1305	4.1338	0	False	True
A0A673MU69	37.0	11.481128692626951	-7.778473854064941					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1318	4.1352	0	False	True
A0A673MZ73	37.0	11.348570823669434	-7.8763556480407715					Bile	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	1295	4.1382	0	False	True
A0A673N3U0	48.0	5.095615863800049	6.993898868560791					Hedgehog	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	455	4.192	0	False	True
A0A673N9B8	18.0	3.699284315109253	-5.943250179290772					Broad	False			False	False	False	False	True	Sinocyclocheilus	Sinocyclocheilus rhinocerous	576	4.1485	0	False	True
A0A673NN19	48.0	5.098400592803955	7.000657081604004					Hedgehog	False			False	False	False	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	442	4.192	0	False	True
A0A673NP70	50.0	-5.525253772735596	6.06547212600708	1.1.1.170	1	1.1	1.1.1	Sterol-4-alpha-carboxylate	False			False	False	True	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	345	4.1224	0	True	True
A0A673NR76	50.0	-5.550399303436279	6.00062370300293	1.1.1.170	1	1.1	1.1.1	Sterol-4-alpha-carboxylate	False			False	False	True	False	False	Sinocyclocheilus	Sinocyclocheilus rhinocerous	346	4.129	0	True	True
A0A673SMT0	57.0	-6.975827217102051	-5.324502468109131					Carbonyl	False			False	False	True	False	False	Suricata	Suricata suricatta	276	4.0928	0	False	True
A0A673SMX1	32.0	-1.5935498476028442	7.819078922271728					Carbonyl	False			False	False	True	False	False	Suricata	Suricata suricatta	280	4.1435	0	False	True
A0A673SN03	31.0	-6.278764724731445	8.961848258972168	4.2.1.107	4	4.2	4.2.1	Peroxisomal	False			False	True	True	False	False	Suricata	Suricata suricatta	736	4.0993	0	True	True
A0A673SPL8	56.0	5.149412155151367	3.1585686206817627	1.14.14.32	1	1.14	1.14.14	Steroid	True			False	False	False	False	False	Suricata	Suricata suricatta	512	4.1276	0	True	True
A0A673SQX3	32.0	-1.611492395401001	7.815521240234375					Carbonyl	False			False	False	True	False	False	Suricata	Suricata suricatta	277	4.1154	0	False	True
A0A673SR87	31.0	-6.212072372436523	9.091336250305176	4.2.1.107	4	4.2	4.2.1	Peroxisomal	False			False	True	True	False	False	Suricata	Suricata suricatta	718	4.1076	0	True	True
A0A673SSQ9	62.0	-0.3397309184074402	-4.248639583587647	1.14.14.32	1	1.14	1.14.14	Steroid	True			False	False	False	False	False	Suricata	Suricata suricatta	440	4.1183	0	True	True
A0A673SYE8	32.0	-0.9392433762550354	7.700297832489014					Carbonyl	False			False	False	True	False	False	Suricata	Suricata suricatta	292	4.1439	0	False	True
A0A673SYQ3	31.0	-6.170063495635986	9.04884910583496	4.2.1.107	4	4.2	4.2.1	beta-hydroxysteroid	False			False	True	True	False	False	Suricata	Suricata suricatta	697	4.0955	0	True	True
A0A673SZ04	32.0	-0.9158544540405272	7.69441556930542					Carbonyl	False			False	False	True	False	False	Suricata	Suricata suricatta	292	4.1658	0	False	True
A0A673SZH8	56.0	5.268828392028809	3.0159528255462646	1.14.14.32	1	1.14	1.14.14	Steroid	True			False	False	False	False	False	Suricata	Suricata suricatta	483	4.131	0	True	True
A0A673SZM4	16.0	0.5382786393165588	-0.5266026854515076					Glucosylceramidase	False			False	False	False	False	False	Suricata	Suricata suricatta	797	4.0039	0	False	True
A0A673SZS1	55.0	0.1047624573111534	-0.3769096136093139					Glucosylceramidase	False			False	False	False	False	False	Suricata	Suricata suricatta	487	4.1405	0	False	True
A0A673T0W3	62.0	-0.3403557240962982	-4.249870300292969	1.14.14.32	1	1.14	1.14.14	Steroid	True			False	False	False	False	False	Suricata	Suricata suricatta	411	4.1247	0	True	True
A0A673T1B5	8.0	-3.2056961059570312	-4.128544807434082	1.14.14.32	1	1.14	1.14.14	Steroid	True			False	False	False	False	False	Suricata	Suricata suricatta	360	4.1324	0	True	True
A0A673T1P6	60.0	8.372027397155762	10.812082290649414					Cytosolic	False			False	False	False	False	False	Suricata	Suricata suricatta	469	4.1815	0	False	True
A0A673T3A1	4.0	0.805474579334259	12.713086128234863	1.14.14.154	1	1.14	1.14.14	Lanosterol	True			False	False	False	False	False	Suricata	Suricata suricatta	503	4.1709	0	True	True
A0A673T3B6	4.0	1.0860514640808103	12.656925201416016	1.14.14.154	1	1.14	1.14.14	Lanosterol	True			False	False	False	False	False	Suricata	Suricata suricatta	475	4.1597	0	True	True
A0A673T3D6	24.0	10.496576309204102	12.708661079406738	1.3.1.70	1	1.3	1.3.1	Delta	False			False	False	True	True	False	Suricata	Suricata suricatta	609	4.0579	0	True	True
A0A673T3M4	24.0	10.504969596862791	12.730658531188965	1.3.1.70	1	1.3	1.3.1	Delta	False			False	False	True	True	False	Suricata	Suricata suricatta	636	4.0778	0	True	True
A0A673T6I9	51.0	-2.5309362411499023	10.00947380065918					Solute	False			False	False	False	False	True	Suricata	Suricata suricatta	545	3.9794	0	False	True
A0A673T7Y3	16.0	0.933948576450348	-1.588194727897644					Glucosylceramidase	False			False	False	False	False	False	Suricata	Suricata suricatta	536	4.1243	0	False	True
A0A673T8C9	22.0	1.2996033430099487	8.966651916503906	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Suricata	Suricata suricatta	314	4.0818	0	True	True
A0A673TD51	34.0	-4.180292129516602	1.092494249343872	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Suricata	Suricata suricatta	503	4.1016	0	True	True
A0A673TFZ4	38.0	4.863142013549805	-8.762725830078125					Multidrug	False			False	False	False	False	False	Suricata	Suricata suricatta	1320	4.1297	0	False	True
A0A673TH84	34.0	-6.413087844848633	0.4672723114490509	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Suricata	Suricata suricatta	523	4.1128	0	True	True
A0A673THJ0	34.0	-5.280717849731445	0.8392850160598755	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Suricata	Suricata suricatta	552	4.1306	0	True	True
A0A673THS8	34.0	-5.619388580322266	0.9630349278450012	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Suricata	Suricata suricatta	513	4.1123	0	True	True
A0A673TJL6	17.0	5.4467058181762695	10.016849517822266	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Suricata	Suricata suricatta	273	4.1704	0	True	True
A0A673TK39	15.0	14.177525520324709	7.915441036224365					Hepatic	False			False	False	False	False	True	Suricata	Suricata suricatta	349	4.0393	0	False	True
A0A673TKL3	53.0	4.325602054595947	15.773069381713867	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Suricata	Suricata suricatta	292	4.0628	0	True	True
A0A673TNA6	16.0	-0.1685221344232559	-2.51821517944336					Cytosolic	False			False	False	False	False	False	Suricata	Suricata suricatta	567	4.224	0	False	True
A0A673TNA9	38.0	4.184323787689209	-8.370616912841797					Multidrug	False			False	False	False	False	False	Suricata	Suricata suricatta	1265	4.1283	0	False	True
A0A673TPU5	51.0	-3.624348402023315	8.889212608337402	1.14.14.16	1	1.14	1.14.14	Steroid	True			False	False	False	False	False	Suricata	Suricata suricatta	498	4.0594	0	True	True
A0A673TQ60	34.0	-6.049350261688232	0.6352376937866211	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Suricata	Suricata suricatta	547	4.1149	0	True	True
A0A673TRF5	49.0	-9.972175598144531	11.580479621887209					Hedgehog	False			False	False	False	False	False	Suricata	Suricata suricatta	396	3.9316	0	False	True
A0A673TVP1	58.0	10.282602310180664	4.516242027282715					Sonic	False			False	False	False	False	False	Suricata	Suricata suricatta	286	4.1125	0	False	True
A0A673TW19	35.0	4.114962577819824	-1.8878285884857176	1.1.1.62	1	1.1	1.1.1		False			False	True	True	False	True	Suricata	Suricata suricatta	268	4.0469	0	True	True
A0A673TWG0	17.0	5.462042331695557	9.847626686096191	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Suricata	Suricata suricatta	294	4.164	0	True	True
A0A673TWL6	56.0	3.111983299255371	3.9286816120147705	3.3.2.11	3	3.3	3.3.2	dehydrocholesterol	False			False	False	True	False	False	Suricata	Suricata suricatta	585	4.1717	0	True	True
A0A673TWP6	17.0	5.468640327453613	9.796814918518066	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Suricata	Suricata suricatta	313	4.1466	0	True	True
A0A673TWX3	17.0	5.53021764755249	9.521224975585938	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Suricata	Suricata suricatta	329	4.0821	0	True	True
A0A673U4I6	9.0	10.568855285644531	-6.560852527618408					Bile	False			False	False	False	False	False	Suricata	Suricata suricatta	1322	4.1381	0	False	True
A0A673U521	29.0	6.131320953369141	13.903995513916016	1.1.1.62	1	1.1	1.1.1	Very-long-chain	False			False	True	True	False	False	Suricata	Suricata suricatta	312	4.0682	0	True	True
A0A673U574	57.0	-6.876616954803467	-3.956456422805786	1.1.1.62	1	1.1	1.1.1	Very-long-chain	False			False	True	True	False	False	Suricata	Suricata suricatta	276	4.0776	0	True	True
A0A673U793	40.0	-11.27210521697998	6.691379547119141	1.1.1.62	1	1.1	1.1.1		False			False	True	True	False	True	Suricata	Suricata suricatta	551	3.9952	0	True	True
A0A673U7D9	35.0	4.070934295654297	-1.8629150390625	1.1.1.62	1	1.1	1.1.1		False			False	True	True	False	True	Suricata	Suricata suricatta	293	4.1008	0	True	True
A0A673UB28	27.0	14.233627319335938	11.627574920654297					Peroxisomal	False			False	False	False	False	False	Suricata	Suricata suricatta	238	4.0061	0	False	True
A0A673UB92	27.0	14.277411460876465	11.63821506500244					Peroxisomal	False			False	False	False	False	False	Suricata	Suricata suricatta	241	4.0061	0	False	True
A0A673UDD6	86.0	-0.1843443214893341	-7.101560115814209					Multidrug	False			False	False	False	False	True	Suricata	Suricata suricatta	1542	4.1173	0	False	True
A0A673UG83	93.0	14.065190315246582	1.315032124519348	1.14.14.25	1	1.14	1.14.14	Cholesterol	True			False	False	False	False	False	Suricata	Suricata suricatta	423	4.1293	0	True	True
