accession	feature	my_label	observed_in_neighbors	expected_fraction	observed_fraction	enrichment_ratio	z_score
A0A0Q3TQX8	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A0Q3TRU3	ec_top_level	3.0	19	0.13453280023693173	0.95	7.06147495872317	10.687646910347592
A0A0Q3UTW9	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A0R0IYQ0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A0R3PXN7	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A0R3QNK1	ec_top_level	2.0	19	0.12823930105138456	0.95	7.408025404157044	10.991352867976907
A0A0R3RIM5	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A0R3RS58	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A0R4J048	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A0R4J136	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A0S2Z3S3	ec_top_level	1.0	4	0.7148674663112691	0.2	0.2797721387881927	-5.100048370855622
A0A0S2Z410	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A0S2Z4J1	ec_top_level	4.0	18	0.019472826891751813	0.9	46.218250950570344	28.497938329288917
A0A0S3R415	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A0S3SZS5	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A0S3T543	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A0T6AVA1	ec_top_level	2.0	17	0.12823930105138456	0.85	6.62823325635104	9.653815932706145
A0A0U1M2S0	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A0U2GPR7	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A0U3EU66	ec_top_level	1.0	11	0.7148674663112691	0.55	0.7693733816675298	-1.6331038723265279
A0A0U5G0S5	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A0U5GSN8	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A0V1AGL1	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A0V1Q4D9	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A0X7YTA8	ec_top_level	1.0	13	0.7148674663112691	0.65	0.9092594510616261	-0.6425483013182157
A0A0X8HSC9	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A0X8VMB9	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A101MDE0	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A109NNF9	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A117NNN4	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A131XBB4	ec_top_level	1.0	11	0.7148674663112691	0.55	0.7693733816675298	-1.6331038723265279
A0A131XC52	ec_top_level	1.0	12	0.7148674663112691	0.6	0.8393164163645779	-1.1378260868223724
A0A132AKS0	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A135LH07	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A135LR05	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A140FAN3	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A140LIT2	ec_top_level	3.0	9	0.13453280023693173	0.45	3.3449091909741333	4.1345648774633394
A0A140TAU9	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A140TAX3	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A142I6T1	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A146P3X0	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A147A2B9	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A151HYE5	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A151HYI4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A151I8Q8	ec_top_level	2.0	19	0.12823930105138456	0.95	7.408025404157044	10.991352867976907
A0A151J447	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A151M446	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A151M4D0	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A151MG34	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A151MK34	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A151MQ36	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A151N8N4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A151NB99	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A151P0E9	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A151P7V3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A151P8Y1	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A151SHV9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A151WG84	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A154NZ66	ec_top_level	2.0	16	0.12823930105138456	0.8	6.238337182448038	8.985047465070764
A0A154P8P2	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A158ND82	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A158NQM7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A158NSL4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A158NSL6	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A158PKN0	ec_top_level	2.0	19	0.12823930105138456	0.95	7.408025404157044	10.991352867976907
A0A158R2V1	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A163UT65	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A164XAK7	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A165A378	ec_top_level	1.0	12	0.7148674663112691	0.6	0.8393164163645779	-1.1378260868223724
A0A167F3R9	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A168A5X2	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A172EAK8	ec_top_level	3.0	18	0.13453280023693173	0.9	6.689818381948267	10.032338707059166
A0A177ETZ0	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A177F843	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A178BXK9	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A178CZI1	ec_top_level	1.0	12	0.7148674663112691	0.6	0.8393164163645779	-1.1378260868223724
A0A178FC75	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A178VBI6	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A178Z966	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A178ZZK7	ec_top_level	1.0	11	0.7148674663112691	0.55	0.7693733816675298	-1.6331038723265279
A0A179UDM2	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A179UPS4	ec_top_level	1.0	10	0.7148674663112691	0.5	0.6994303469704816	-2.1283816578306842
A0A182F4M0	ec_top_level	2.0	11	0.12823930105138456	0.55	4.288856812933026	5.641205126893858
A0A182FA62	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A182JGV2	ec_top_level	2.0	9	0.12823930105138456	0.45	3.509064665127021	4.303668191623096
A0A182JNW4	ec_top_level	2.0	9	0.12823930105138456	0.45	3.509064665127021	4.303668191623096
A0A182K0J2	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A182LXH7	ec_top_level	2.0	9	0.12823930105138456	0.45	3.509064665127021	4.303668191623096
A0A182MUR8	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A182NE43	ec_top_level	2.0	9	0.12823930105138456	0.45	3.509064665127021	4.303668191623096
A0A182NKU9	ec_top_level	1.0	13	0.7148674663112691	0.65	0.9092594510616261	-0.6425483013182157
A0A182PJ65	ec_top_level	2.0	9	0.12823930105138456	0.45	3.509064665127021	4.303668191623096
A0A182PS51	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A182Q162	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A182QD45	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A182SFK8	ec_top_level	2.0	9	0.12823930105138456	0.45	3.509064665127021	4.303668191623096
A0A182U4V5	ec_top_level	1.0	3	0.7148674663112691	0.15	0.20982910409114447	-5.595326156359777
A0A182U8D3	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A182V0N0	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A182W0K4	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A182W9P8	ec_top_level	2.0	9	0.12823930105138456	0.45	3.509064665127021	4.303668191623096
A0A182Y4I3	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A182YGV1	ec_top_level	2.0	9	0.12823930105138456	0.45	3.509064665127021	4.303668191623096
A0A182Z2X5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A183CIS4	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A183FLJ7	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A183V3J4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A183V3T0	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A191T7W9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A194PLH7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A194PLU3	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A194Q2K5	ec_top_level	2.0	17	0.12823930105138456	0.85	6.62823325635104	9.653815932706145
A0A194QL99	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A194QS61	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A194RMH3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A195B0Q7	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A195DJ32	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A195FIU6	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A195FSS1	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A195FUW0	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1A6FV37	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1A6FXH4	ec_top_level	2.0	17	0.12823930105138456	0.85	6.62823325635104	9.653815932706145
A0A1A6GEY9	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A1A6GMP8	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1A6GV74	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1A6H8A3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1A6H8J4	ec_top_level	3.0	13	0.13453280023693173	0.65	4.831535498073748	6.755797690617041
A0A1A6HD02	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1A6HSZ1	ec_top_level	3.0	17	0.13453280023693173	0.85	6.318161805173363	9.37703050377074
A0A1A6HT56	ec_top_level	3.0	18	0.13453280023693173	0.9	6.689818381948267	10.032338707059166
A0A1A6HY78	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1A7ZPN4	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1A8A957	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1A8AC48	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1A8AF62	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1A9C8L5	ec_top_level	1.0	5	0.7148674663112691	0.25	0.3497151734852408	-4.604770585351465
A0A1A9C8R1	ec_top_level	1.0	4	0.7148674663112691	0.2	0.2797721387881927	-5.100048370855622
A0A1A9C9F8	ec_top_level	1.0	4	0.7148674663112691	0.2	0.2797721387881927	-5.100048370855622
A0A1A9V3I3	ec_top_level	2.0	16	0.12823930105138456	0.8	6.238337182448038	8.985047465070764
A0A1A9VWW3	ec_top_level	1.0	13	0.7148674663112691	0.65	0.9092594510616261	-0.6425483013182157
A0A1A9WUT7	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A1A9ZNA2	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A1B0AZ75	ec_top_level	2.0	15	0.12823930105138456	0.75	5.8484411085450345	8.316278997435383
A0A1B0CE30	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B0G0Y9	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B0G5P3	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A1B0GJR4	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1B0GV93	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1B1RT88	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B1RT91	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B1RT93	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B1RT96	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B1RT98	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B1RTA2	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B1RTA3	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B2JGP0	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1B3B2L3	ec_top_level	1.0	13	0.7148674663112691	0.65	0.9092594510616261	-0.6425483013182157
A0A1B4ZB99	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1B7NTL8	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1B7NZZ9	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1B7SJY7	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1B7TFL4	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1C1CBX2	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1C1CH53	ec_top_level	1.0	13	0.7148674663112691	0.65	0.9092594510616261	-0.6425483013182157
A0A1D1VCH8	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1D1VR05	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1D2M829	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1D2MJW5	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1D2MLI2	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1D2NEM3	ec_top_level	2.0	19	0.12823930105138456	0.95	7.408025404157044	10.991352867976907
A0A1D2VLG7	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1D5PTW3	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1D5PWW3	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1D5Q1P0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1D5QAR0	ec_top_level	4.0	20	0.019472826891751813	1.0	51.35361216730038	31.734401575356795
A0A1D5QEZ7	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A1D5QHM1	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1D5QNT2	ec_top_level	4.0	16	0.019472826891751813	0.8	41.08288973384031	25.261475083221043
A0A1D5QUW8	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1D5QX85	ec_top_level	3.0	19	0.13453280023693173	0.95	7.06147495872317	10.687646910347592
A0A1D5R4A0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1D5RDT5	ec_top_level	2.0	17	0.12823930105138456	0.85	6.62823325635104	9.653815932706145
A0A1D5RL19	ec_top_level	4.0	19	0.019472826891751813	0.95	48.78593155893536	30.116169952322853
A0A1D6JUC8	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1D8PIC7	ec_top_level	1.0	11	0.7148674663112691	0.55	0.7693733816675298	-1.6331038723265279
A0A1E1XB23	ec_top_level	1.0	12	0.7148674663112691	0.6	0.8393164163645779	-1.1378260868223724
A0A1E3B9R2	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1E3BBY0	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A1E3NTT5	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1E3NZS8	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1E3PE20	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1E3PVP4	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1E3Q0M5	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A1E3Q554	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1E3QSY4	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1E4RDC7	ec_top_level	1.0	13	0.7148674663112691	0.65	0.9092594510616261	-0.6425483013182157
A0A1E4RDD1	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1E4SC65	ec_top_level	1.0	12	0.7148674663112691	0.6	0.8393164163645779	-1.1378260868223724
A0A1E4SQ64	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A1E4T2V4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1E4TDG4	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A1E4U1B4	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1E5R1Z8	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1E5RAN0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1E5RYZ6	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1F5L6G5	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1F5LMH3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1F7ZTS6	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1F8AFL3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1G4JTP7	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1G4KE81	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1G4KG44	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1G4KMI4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1G4MFR3	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1I7S3X1	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1I7SCA3	ec_top_level	2.0	19	0.12823930105138456	0.95	7.408025404157044	10.991352867976907
A0A1I7UCT3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1I7V6T3	ec_top_level	2.0	17	0.12823930105138456	0.85	6.62823325635104	9.653815932706145
A0A1I7V7E2	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1I7Y2V5	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1I8AHU5	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1I8AUR4	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A1I8BGG7	ec_top_level	2.0	17	0.12823930105138456	0.85	6.62823325635104	9.653815932706145
A0A1I8FZV5	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1I8GUQ5	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1I8GZW3	ec_top_level	2.0	16	0.12823930105138456	0.8	6.238337182448038	8.985047465070764
A0A1I8HAI5	ec_top_level	2.0	0	0.12823930105138456	0.0	0.0	-1.7152480170953357
A0A1I8HQ05	ec_top_level	2.0	17	0.12823930105138456	0.85	6.62823325635104	9.653815932706145
A0A1I8I5V2	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1I8N3Q1	ec_top_level	2.0	15	0.12823930105138456	0.75	5.8484411085450345	8.316278997435383
A0A1I8P3Q2	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1I8P3Q5	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1I8PL46	ec_top_level	2.0	17	0.12823930105138456	0.85	6.62823325635104	9.653815932706145
A0A1I8Q7M2	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1I8Q7Q6	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1J1I655	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1J1IMH0	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1J1IPD6	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1J6J0Q3	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1J6J7V1	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1J9PY79	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1J9Q7G0	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1J9QF47	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A1L0C0D7	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A1L0CQF1	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1L6K427	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1L8EMC5	ec_top_level	3.0	19	0.13453280023693173	0.95	7.06147495872317	10.687646910347592
A0A1L8F1N3	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A1L8F399	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1L8F3J7	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1L8H640	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1L9N048	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A1L9NEP8	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1L9PA54	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A1L9PV97	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1L9R536	ec_top_level	1.0	12	0.7148674663112691	0.6	0.8393164163645779	-1.1378260868223724
A0A1L9RPL0	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A1L9S779	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1L9S909	ec_top_level	1.0	13	0.7148674663112691	0.65	0.9092594510616261	-0.6425483013182157
A0A1L9SXH3	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A1L9TY02	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
