accession	cluster_id	nn_identity	is_rep	backfilled
A0A6P3QDD2	36	0.7593000000000001	False	False
A0A6P3W4W0	36	0.7304999999999999	False	False
A0A6P5ASE0	36	0.6546	False	False
A0A6P5KEK0	36	0.7170000000000001	False	False
A0A6P5PLS7	36	0.7995	False	False
A0A6P6LUJ5	36	0.754	False	False
A0A6P6LUM6	36	0.7605	False	False
A0A6P7HG16	36	0.8036	False	False
A0A6P7NV90	36	0.7979999999999999	False	False
A0A6P7XZV2	36	0.7375	False	False
A0A6P8PDU7	36	0.7614	False	False
A0A6P8PT32	36	0.7702	False	False
A0A6P8QI14	36	0.7716	False	False
A0A6P8QK07	36	0.7162999999999999	False	False
A0A6P8TQ52	36	0.7816	False	False
A0A6P9AI30	36	0.6944	False	False
A0A6Q2YBW8	36	0.6594	False	False
A0A7F8K2T7	36	0.8144	False	False
A0A7F8QQ57	36	0.8168000000000001	False	False
A0A7J5XAF6	36	0.5095000000000001	False	False
A0A7J6AG39	36	0.7254999999999999	False	False
A0A7J6C1L9	36	0.7059000000000001	False	False
A0A7J7FIV8	36	0.7354999999999999	False	False
A0A7J7KPF8	36	0.5562	False	False
A0A7J8HBN0	36	0.6215999999999999	False	False
A0A7J8HBU6	36	0.8144	False	False
A0A7J8HBV5	36	0.7454999999999999	False	False
A0A7J8HBW0	36	0.7051000000000001	False	False
A0A7J8HBW8	36	0.825	False	False
A0A7J8HBX2	36	0.6358	False	False
A0A7J8HCE6	36	0.5843	False	False
A0A7J8HCK0	36	0.7001999999999999	False	False
A0A7J8HCU1	36	0.5710999999999999	False	False
A0A7J8HCX1	36	0.7415999999999999	False	False
A0A7J8HDK5	36	0.8015000000000001	False	False
A0A7K4JAC4	36	0.7583	False	False
A0A7K4JZ74	36	0.7737999999999999	False	False
A0A7K4L5Z3	36	0.75	False	False
A0A7K4PV49	36	0.7726999999999999	False	False
A0A7K4R687	36	0.7726999999999999	False	False
A0A7K4SQA0	36	0.7706999999999999	False	False
A0A7K4U246	36	0.7768999999999999	False	False
A0A7K4V5F7	36	0.8139	False	False
A0A7K4W933	36	0.7645000000000001	False	False
A0A7K4XTI0	36	0.7892	False	False
A0A7K4YC38	36	0.7844	False	False
A0A7K4ZBJ9	36	0.7686	False	False
A0A7K5AYE8	36	0.8288	False	False
A0A7K5CIN7	36	0.8251000000000001	False	False
A0A7K5DDA3	36	0.7706999999999999	False	False
A0A7K5EN22	36	0.7748	False	False
A0A7K5EY45	36	0.8243	False	False
A0A7K5G8V7	36	0.7562000000000001	False	False
A0A7K5HBG6	36	0.8262999999999999	False	False
A0A7K5IYP2	36	0.7665000000000001	False	False
A0A7K5JHU0	36	0.7603	False	False
A0A7K5KVZ1	36	0.7748	False	False
A0A7K5LVS8	36	0.8206	False	False
A0A7K5NPR6	36	0.7706999999999999	False	False
A0A7K5P3J4	36	0.7748	False	False
A0A7K5QAU8	36	0.7706999999999999	False	False
A0A7K5S1N1	36	0.8206	False	False
A0A7K5SND4	36	0.8251000000000001	False	False
A0A7K5TLX4	36	0.7665000000000001	False	False
A0A7K5UZ03	36	0.8161	False	False
A0A7K5WLB5	36	0.8206	False	False
A0A7K5XQW2	36	0.7665000000000001	False	False
A0A7K5YJP5	36	0.7748	False	False
A0A7K5ZY16	36	0.7706999999999999	False	False
A0A7K6AJP3	36	0.8288	False	False
A0A7K6CK36	36	0.8161	False	False
A0A7K6CQG4	36	0.8094	False	False
A0A7K6ES16	36	0.7706999999999999	False	False
A0A7K6FEE8	36	0.8117	False	False
A0A7K6GWL8	36	0.7603	False	False
A0A7K6I8N2	36	0.7686	False	False
A0A7K6JMH7	36	0.8206	False	False
A0A7K6KM30	36	0.7726999999999999	False	False
A0A7K6LEV4	36	0.7706999999999999	False	False
A0A7K6NL79	36	0.7936	False	False
A0A7K6PY34	36	0.8094	False	False
A0A7K6RAM7	36	0.7665000000000001	False	False
A0A7K6RCE8	36	0.7686	False	False
A0A7K6TC70	36	0.8161	False	False
A0A7K6UDQ6	36	0.8216	False	False
A0A7K6V507	36	0.8094	False	False
A0A7K6WWL8	36	0.7936	False	False
A0A7K6XRU9	36	0.8117	False	False
A0A7K6YAB9	36	0.8117	False	False
A0A7K6ZFW7	36	0.7645000000000001	False	False
A0A7K7C660	36	0.7706999999999999	False	False
A0A7K7CW29	36	0.7706999999999999	False	False
A0A7K7EAX7	36	0.8184	False	False
A0A7K7F191	36	0.7665000000000001	False	False
A0A7K7GT85	36	0.7726999999999999	False	False
A0A7K7IYR8	36	0.7726999999999999	False	False
A0A7K7KDP8	36	0.7789	False	False
A0A7K7L245	36	0.7665000000000001	False	False
A0A7K7M439	36	0.7726999999999999	False	False
A0A7K7N2B8	36	0.7624	False	False
A0A7K7QAM3	36	0.7726999999999999	False	False
A0A7K7RKM7	36	0.7665000000000001	False	False
A0A7K7TFQ3	36	0.7665000000000001	False	False
A0A7K7UCX2	36	0.7726999999999999	False	False
A0A7K7UU66	36	0.7645000000000001	False	False
A0A7K7WGD9	36	0.7689	False	False
A0A7K7XYV9	36	0.8117	False	False
A0A7K7Z6D7	36	0.8161	False	False
A0A7K8A878	36	0.8072	False	False
A0A7K8AG30	36	0.8295999999999999	False	False
A0A7K8CHR2	36	0.8117	False	False
A0A7K8DI95	36	0.7645000000000001	False	False
A0A7K8E4W8	36	0.8072	False	False
A0A7K8FSL3	36	0.8072	False	False
A0A7K8H1D4	36	0.7706999999999999	False	False
A0A7K8HKY6	36	0.7706999999999999	False	False
A0A7K8IMQ4	36	0.7706999999999999	False	False
A0A7K8JL61	36	0.7583	False	False
A0A7K8KR68	36	0.7562000000000001	False	False
A0A7K8LTN0	36	0.7726999999999999	False	False
A0A7K8N468	36	0.8075	False	False
A0A7K8PJL3	36	0.7706999999999999	False	False
A0A7K8QEC1	36	0.7645000000000001	False	False
A0A7K8RXF0	36	0.7789	False	False
A0A7K8TIM9	36	0.7512000000000001	False	False
A0A7K8TZR3	36	0.7624	False	False
A0A7K8VRZ2	36	0.8117	False	False
A0A7K8WIK8	36	0.7775	False	False
A0A7K8XAG8	36	0.8117	False	False
A0A7K8YWL5	36	0.7686	False	False
A0A7K8ZWG4	36	0.8117	False	False
A0A7K9AGP3	36	0.7665000000000001	False	False
A0A7K9BKC0	36	0.8169	False	False
A0A7K9DAI3	36	0.7624	False	False
A0A7K9EJX5	36	0.7773	False	False
A0A7K9F0S3	36	0.7686	False	False
A0A7K9G7L9	36	0.8161	False	False
A0A7K9I6I1	36	0.7706999999999999	False	False
A0A7K9J395	36	0.8206	False	False
A0A7K9K7X4	36	0.7748	False	False
A0A7K9L8P9	36	0.8117	False	False
A0A7K9MD83	36	0.8027	False	False
A0A7K9N461	36	0.8117	False	False
A0A7K9PB36	36	0.8157	False	False
A0A7K9QBT5	36	0.8295999999999999	False	False
A0A7K9RZY0	36	0.8018000000000001	False	False
A0A7K9SZ65	36	0.8295999999999999	False	False
A0A7K9UBM4	36	0.8243	False	False
A0A7K9V0D9	36	0.8206	False	False
A0A7K9WV02	36	0.8161	False	False
A0A7K9XLX2	36	0.8072	False	False
A0A7K9YV10	36	0.7723	False	False
A0A7K9ZH17	36	0.8117	False	False
A0A7L0AW15	36	0.8072	False	False
A0A7L0BLV1	36	0.8072	False	False
A0A7L0D5Z6	36	0.7743000000000001	False	False
A0A7L0E0E8	36	0.7909	False	False
A0A7L0ESS6	36	0.6694	False	False
A0A7L0F847	36	0.7726999999999999	False	False
A0A7L0G2N4	36	0.789	False	False
A0A7L0I6V2	36	0.8206	False	False
A0A7L0IJB5	36	0.7706999999999999	False	False
A0A7L0JLI1	36	0.7624	False	False
A0A7L0KSN9	36	0.7748	False	False
A0A7L0M231	36	0.8198000000000001	False	False
A0A7L0NSH7	36	0.7726999999999999	False	False
A0A7L0PZG0	36	0.789	False	False
A0A7L0QVL3	36	0.7748	False	False
A0A7L0RF39	36	0.7945	False	False
A0A7L0SSM7	36	0.7789	False	False
A0A7L0UEB0	36	0.7981999999999999	False	False
A0A7L0V8N1	36	0.7768999999999999	False	False
A0A7L0WEI1	36	0.8251000000000001	False	False
A0A7L0XCD0	36	0.7706999999999999	False	False
A0A7L0YHJ9	36	0.7922	False	False
A0A7L1AB34	36	0.7624	False	False
A0A7L1B581	36	0.8206	False	False
A0A7L1CDG4	36	0.7768999999999999	False	False
A0A7L1CTG6	36	0.8072	False	False
A0A7L1E3C3	36	0.7706999999999999	False	False
A0A7L1F7Y0	36	0.8161	False	False
A0A7L1GWR9	36	0.7645000000000001	False	False
A0A7L1HQJ1	36	0.7706999999999999	False	False
A0A7L1IZ93	36	0.8251000000000001	False	False
A0A7L1K194	36	0.8027	False	False
A0A7L1KLK2	36	0.7706999999999999	False	False
A0A7L1M7P3	36	0.7768999999999999	False	False
A0A7L1N074	36	0.8206	False	False
A0A7L1P6K3	36	0.7726999999999999	False	False
A0A7L1QQS9	36	0.8206	False	False
A0A7L1RM26	36	0.8117	False	False
A0A7L1SNG9	36	0.7981999999999999	False	False
A0A7L1TYB5	36	0.8117	False	False
A0A7L1VB63	36	0.8161	False	False
A0A7L1WUG1	36	0.7748	False	False
A0A7L1XXM0	36	0.8073	False	False
A0A7L1YMP4	36	0.7645000000000001	False	False
A0A7L1Z6F0	36	0.7768999999999999	False	False
A0A7L2BAX1	36	0.8117	False	False
A0A7L2CFF4	36	0.8139	False	False
A0A7L2D9K5	36	0.7686	False	False
A0A7L2ED01	36	0.8072	False	False
A0A7L2FE75	36	0.8251000000000001	False	False
A0A7L2GBP8	36	0.7937000000000001	False	False
A0A7L2H298	36	0.8027	False	False
A0A7L2JB61	36	0.8117	False	False
A0A7L2KIG2	36	0.8184	False	False
A0A7L2LDP6	36	0.8117	False	False
A0A7L2MT63	36	0.8117	False	False
A0A7L2NIN2	36	0.8072	False	False
A0A7L2QFM2	36	0.8206	False	False
A0A7L2QMU4	36	0.8161	False	False
A0A7L2RMW4	36	0.7645000000000001	False	False
A0A7L2S6T5	36	0.7913	False	False
A0A7L2T5N2	36	0.7706999999999999	False	False
A0A7L2URL3	36	0.7583	False	False
A0A7L2V6S9	36	0.7583	False	False
A0A7L2WQE6	36	0.7624	False	False
A0A7L2XZV7	36	0.8161	False	False
A0A7L2YDC9	36	0.8251000000000001	False	False
A0A7L2ZTD0	36	0.8117	False	False
A0A7L3BBV6	36	0.8009000000000001	False	False
A0A7L3C776	36	0.7665000000000001	False	False
A0A7L3DRH2	36	0.7665000000000001	False	False
A0A7L3EKV7	36	0.7862	False	False
A0A7L3F5L5	36	0.8117	False	False
A0A7L3G8W7	36	0.8169	False	False
A0A7L3HJL6	36	0.7686	False	False
A0A7L3IFT2	36	0.8072	False	False
A0A7L3JGA8	36	0.8161	False	False
A0A7L3KUC7	36	0.7665000000000001	False	False
A0A7L3LXV5	36	0.7743000000000001	False	False
A0A7L3MXA2	36	0.7803	False	False
A0A7L3NC67	36	0.8072	False	False
A0A7L3Q1N1	36	0.7645000000000001	False	False
A0A7L3QAL1	36	0.7748	False	False
A0A7L3R8B7	36	0.7624	False	False
A0A7L3SK30	36	0.7706999999999999	False	False
A0A7L3VVA8	36	0.7789	False	False
A0A7L3WF38	36	0.7665000000000001	False	False
A0A7L3Y8P7	36	0.7981999999999999	False	False
A0A7L3YHP0	36	0.7624	False	False
A0A7L4A5I7	36	0.7645000000000001	False	False
A0A7L4B2M5	36	0.7686	False	False
A0A7L4C936	36	0.8117	False	False
A0A7L4DEB7	36	0.8027	False	False
A0A7L4EI29	36	0.7789	False	False
A0A7L4FVU3	36	0.7624	False	False
A0A7L4H3B5	36	0.8073	False	False
A0A7L4I0E4	36	0.8169	False	False
A0A7L4IK71	36	0.7768999999999999	False	False
A0A7L4JUX0	36	0.8169	False	False
A0A7L4L9R5	36	0.7686	False	False
A0A7L4LYC2	36	0.7645000000000001	False	False
A0A7L4N4L8	36	0.7979999999999999	False	False
A0A7M4F4D9	36	0.7363	False	False
A0A7M4F4F4	36	0.657	False	False
A0A7M4F5F4	36	0.7371	False	False
A0A7M4F6U7	36	0.7295	False	False
A0A7M7PJW4	36	0.6653	False	False
A0A7N4PE51	36	0.7053	False	False
A0A7N6AFD2	36	0.6785	False	False
A0A7N6F903	36	0.6081	False	False
A0A7N6FD02	36	0.7811	False	False
A0A7N8XUQ0	36	0.7071999999999999	False	False
A0A7T7JPY6	36	0.8096	False	False
A0A7U3S2T7	36	0.8533	False	False
A0A803WCZ4	36	0.7646999999999999	False	False
A0A803XPU8	36	0.7938	False	False
A0A803YE68	36	0.7318000000000001	False	False
A0A811ZNU2	36	0.7454999999999999	False	False
A0A821UZ40	36	0.44299999999999995	False	False
A0A833YXB1	36	0.81	False	False
A0A833Z793	36	0.7593000000000001	False	False
A0A834DMB6	36	0.7251000000000001	False	False
A0A834DNF5	36	0.7308	False	False
A0A834UZB3	36	0.7336	False	False
A0A835P2N4	36	0.7204999999999999	False	False
A0A836AH76	36	0.7495	False	False
A0A850TRN6	36	0.7706999999999999	False	False
A0A850UG37	36	0.7706999999999999	False	False
A0A850W7X2	36	0.8161	False	False
A0A850XBV9	36	0.7521	False	False
A0A850Y7L0	36	0.8206	False	False
A0A850YX14	36	0.8117	False	False
A0A850ZYS7	36	0.8206	False	False
A0A851BNJ0	36	0.7686	False	False
A0A851CP14	36	0.8004000000000001	False	False
A0A851DC73	36	0.7635	False	False
A0A851ESK1	36	0.8117	False	False
A0A851FAR8	36	0.7624	False	False
A0A851J3L7	36	0.8139	False	False
A0A851KDG3	36	0.7826000000000001	False	False
A0A851KUK4	36	0.7726999999999999	False	False
A0A851LRN8	36	0.8216	False	False
A0A851MSJ0	36	0.8161	False	False
A0A851PC93	36	0.8251000000000001	False	False
A0A851PDR1	36	0.8216	False	False
A0A851R1R1	36	0.7706999999999999	False	False
A0A851RPY9	36	0.8157	False	False
A0A851SKI6	36	0.7624	False	False
A0A851TSM5	36	0.7706999999999999	False	False
A0A851WDX9	36	0.7726999999999999	False	False
A0A851Y1W7	36	0.7726999999999999	False	False
A0A851YNK4	36	0.8073	False	False
A0A851ZV00	36	0.7768999999999999	False	False
A0A852AX44	36	0.8117	False	False
A0A852BTH3	36	0.7864	False	False
A0A852EYK5	36	0.8251000000000001	False	False
A0A852F0Q7	36	0.8117	False	False
A0A852GKH9	36	0.7706999999999999	False	False
A0A852HA18	36	0.7665000000000001	False	False
A0A852JD89	36	0.7686	False	False
A0A852JMP0	36	0.7726999999999999	False	False
A0A852L1G6	36	0.7706999999999999	False	False
A0A852LKW4	36	0.7726999999999999	False	False
A0A852NTW8	36	0.7945	False	False
A0A8B6Y985	36	0.7315999999999999	False	False
A0A8B6ZSB5	36	0.7415999999999999	False	False
A0A8B7QND6	36	0.7763	False	False
A0A8B7XQT4	36	0.62	False	False
A0A8B8TCN3	36	0.6689	False	False
A0A8B8TDN2	36	0.802	False	False
A0A8B8YDA6	36	0.7395999999999999	False	False
A0A8B8YE74	36	0.8144	False	False
A0A8B9C0I2	36	0.7626999999999999	False	False
A0A8B9C2A6	36	0.7608	False	False
A0A8B9DYQ9	36	0.8027	False	False
A0A8B9DZS4	36	0.802	False	False
A0A8B9HJT4	36	0.6955	False	False
A0A8B9J3S9	36	0.7612000000000001	False	False
A0A8B9Q038	36	0.746	False	False
A0A8B9S0U7	36	0.622	False	False
A0A8B9T4E6	36	0.7395	False	False
A0A8B9T4H2	36	0.8045	False	False
A0A8B9UZ37	36	0.7441	False	False
A0A8B9Y2R6	36	0.7195999999999999	False	False
A0A8B9YAC7	36	0.7311	False	False
A0A8C0BLK8	36	0.7681999999999999	False	False
A0A8C0BLL3	36	0.7995	False	False
A0A8C0D0B1	36	0.7308	False	False
A0A8C0HXY4	36	0.7181000000000001	False	False
A0A8C0II50	36	0.7704000000000001	False	False
A0A8C0IX08	36	0.7641	False	False
A0A8C0KHI8	36	0.7454999999999999	False	False
A0A8C0T7I2	36	0.6442	False	False
A0A8C0ZG97	36	0.7744	False	False
A0A8C1HIK7	36	0.6096	False	False
A0A8C1M0Y5	36	0.7626000000000001	False	False
A0A8C1M1A9	36	0.6513	False	False
A0A8C1M251	36	0.7564	False	False
A0A8C1QWE0	36	0.7909999999999999	False	False
A0A8C1QWG2	36	0.7645000000000001	False	False
A0A8C1UYZ2	36	0.8186	False	False
A0A8C2ET72	36	0.5154	False	False
A0A8C2ET81	36	0.49770000000000003	False	False
A0A8C2EUY4	36	0.5073	False	False
A0A8C2EZ50	36	0.45399999999999996	False	False
A0A8C2FGL7	36	0.7877	False	False
A0A8C2NDJ8	36	0.6987000000000001	False	False
A0A8C2NIZ9	36	0.6899	False	False
A0A8C2TCI0	36	0.754	False	False
A0A8C2TCQ2	36	0.8027	False	False
A0A8C2V755	36	0.7336	False	False
A0A8C2WG20	36	0.7762	False	False
A0A8C2WI25	36	0.8	False	False
A0A8C2YWQ3	36	0.7847	False	False
A0A8C3CX86	36	0.7581	False	False
A0A8C3GZ60	36	0.7535	False	False
A0A8C3I9V4	36	0.6454000000000001	False	False
A0A8C3ID64	36	0.747	False	False
A0A8C3K0E2	36	0.7641	False	False
A0A8C3L934	36	0.799	False	False
A0A8C3Q4Y8	36	0.8193	False	False
A0A8C3QR56	36	0.7575	False	False
A0A8C3TRR7	36	0.7515000000000001	False	False
A0A8C3WCC9	36	0.7308	False	False
A0A8C3XLH5	36	0.8049	False	False
A0A8C3ZRV1	36	0.6248	False	False
A0A8C4F207	36	0.8108	False	False
A0A8C4F6W2	36	0.8065000000000001	False	False
A0A8C4JDR2	36	0.7726000000000001	False	False
A0A8C4MNF9	36	0.7177	False	False
A0A8C4Q682	36	0.6640999999999999	False	False
A0A8C4TFK7	36	0.7939	False	False
A0A8C4TIR9	36	0.7990999999999999	False	False
A0A8C4TK99	36	0.7415	False	False
A0A8C4TKE5	36	0.7974	False	False
A0A8C4TN77	36	0.7845	False	False
A0A8C4V6A5	36	0.7645000000000001	False	False
A0A8C4V6B5	36	0.7434000000000001	False	False
A0A8C4YAK4	36	0.7581	False	False
A0A8C4Z9B8	36	0.7505	False	False
A0A8C5CSF0	36	0.6624	False	False
A0A8C5DKM1	36	0.6801	False	False
A0A8C5DSB7	36	0.7936	False	False
A0A8C5FHT1	36	0.7365	False	False
A0A8C5JPE1	36	0.7535	False	False
A0A8C5L9L5	36	0.5926	False	False
A0A8C5QHQ1	36	0.7846	False	False
A0A8C5S728	36	0.7238	False	False
A0A8C5T791	36	0.7475	False	False
A0A8C5XBA8	36	0.7382	False	False
A0A8C6A5U5	36	0.7004	False	False
A0A8C6EAI7	36	0.7211	False	False
A0A8C6F5M1	36	0.7289	False	False
A0A8C6GJQ0	36	0.7351000000000001	False	False
A0A8C6GJR7	36	0.7818999999999999	False	False
A0A8C6IWG2	36	0.7661	False	False
A0A8C6PP56	36	0.8079000000000001	False	False
A0A8C6PP64	36	0.7045	False	False
A0A8C6PPN7	36	0.8226	False	False
A0A8C6S1A9	36	0.5710999999999999	False	False
A0A8C6S1I0	36	0.5631	False	False
A0A8C6S4I7	36	0.7759999999999999	False	False
A0A8C6S4J8	36	0.6803	False	False
A0A8C7AFS7	36	0.7362000000000001	False	False
A0A8C7AG33	36	0.7392	False	False
A0A8C7E6A2	36	0.7254999999999999	False	False
A0A8C7EFS3	36	0.779	False	False
A0A8C7H0D4	36	0.8144	False	False
A0A8C7H0I9	36	0.7614	False	False
A0A8C7H2J3	36	0.7623000000000001	False	False
A0A8C7H4T8	36	0.6487999999999999	False	False
A0A8C7MF38	36	0.6593000000000001	False	False
A0A8C7MFJ2	36	0.8243	False	False
A0A8C7NQR0	36	0.7606	False	False
A0A8C7RCF3	36	0.7898999999999999	False	False
A0A8C7RCJ2	36	0.7887000000000001	False	False
A0A8C7REG0	36	0.8166	False	False
A0A8C7RGU8	36	0.7707999999999999	False	False
A0A8C7VAN3	36	0.6509999999999999	False	False
A0A8C7VAR0	36	0.7634000000000001	False	False
A0A8C7VTV7	36	0.7603	False	False
A0A8C8ACC8	36	0.7678	False	False
A0A8C8AEI0	36	0.755	False	False
A0A8C8F542	36	0.7709	False	False
A0A8C8F5Z4	36	0.8238	False	False
A0A8C8MFR0	36	0.56	False	False
A0A8C8VNI6	36	0.7349	False	False
A0A8C8X9C8	36	0.7061	False	False
A0A8C8XC63	36	0.7382	False	False
A0A8C8ZEE1	36	0.7284999999999999	False	False
A0A8C9D5Q9	36	0.6858	False	False
A0A8C9G547	36	0.7559999999999999	False	False
A0A8C9I622	36	0.7367	False	False
A0A8C9K8U7	36	0.7154	False	False
A0A8C9LG42	36	0.7105	False	False
A0A8C9NF61	36	0.7854000000000001	False	False
A0A8C9Q9J1	36	0.7356	False	False
A0A8C9QHX0	36	0.7587999999999999	False	False
A0A8C9U4V3	36	0.6574	False	False
A0A8C9UFF2	36	0.8193	False	False
A0A8C9V0V6	36	0.7733	False	False
A0A8C9WC90	36	0.8315	False	False
A0A8C9WT79	36	0.6814	False	False
A0A8C9WU14	36	0.7876000000000001	False	False
A0A8C9WXG2	36	0.8079999999999999	False	False
A0A8D0BZ50	36	0.7126	False	False
A0A8D0FRJ9	36	0.7704000000000001	False	False
A0A8D0FZ57	36	0.752	False	False
A0A8D0RQ27	36	0.7406999999999999	False	False
A0A8D1FZ98	36	0.7468	False	False
A0A8D1RIS1	36	0.7342	False	False
A0A8D1YLG4	36	0.6484000000000001	False	False
A0A8D2CS24	36	0.716	False	False
A0A8D2I178	36	0.5787	False	False
A0A8D2LMU3	36	0.5598	False	False
A0A8D2LP03	36	0.4391	False	False
A0A8D2LPB0	36	0.7240000000000001	False	False
A0A8D2N4L0	36	0.7854000000000001	False	False
A0A8D2PU81	36	0.7751	False	False
A0A8D2PWX9	36	0.7367	False	False
A0A8D2ZTT2	36	0.8073	False	False
A0A8D3C0K0	36	0.7908	False	False
A0A8D3CKL0	36	0.6808	False	False
A0A8D3D6S4	36	0.7784	False	False
A0A8D3E7E0	36	0.8359000000000001	False	False
A0A8I3NH11	36	0.7353000000000001	False	False
A0A8I5KRT9	36	0.7118000000000001	False	False
A0A8I5KWQ7	36	0.4143	False	False
A0A8I5NKN4	36	0.5660000000000001	False	False
A0A8I5UEU2	36	0.7087	False	False
A0A8J4IK44	36	0.7603	False	False
A0A8J4IU49	36	0.7936	False	False
A0A8J4J6G6	36	0.789	False	False
A0A8J4KHY5	36	0.7603	False	False
A0A8J4P9Z9	36	0.789	False	False
A0A8J4U023	36	0.7269	False	False
A0A8J6AGZ9	36	0.5317000000000001	False	False
A0A8J6DHX1	36	0.6708	False	False
A0A8J6EWQ7	36	0.7475	False	False
A0A8J6KVN6	36	0.8069	False	False
A0A8J9VF52	36	0.6546	False	False
A0A8K0BXQ1	36	0.7583	False	False
A0A8K1LQN8	36	0.753	False	False
A0A8P4K4J6	36	0.8004000000000001	False	False
A0A8P4KMW7	36	0.6912	False	False
A0A8S3YY04	36	0.6573	False	False
A0A8S4ARJ7	36	0.6241	False	False
A0A8T0B7S8	36	0.7245999999999999	False	False
A0A8T1SNJ7	36	0.752	False	False
A0A8T2JI23	36	0.7415	False	False
A0A8T2MCY8	36	0.7495	False	False
A0A8U0PCM0	36	0.7729	False	False
A0A8U0TU04	36	0.7629	False	False
A0A8V0XK18	36	0.7883	False	False
A0A8X7XFM7	36	0.6629999999999999	False	False
A0A973YFL2	36	0.7686	False	False
A0A974CLP1	36	0.7585	False	False
A0A9B0G6G0	36	0.8117	False	False
A0A9B0T775	36	0.7256	False	False
A0A9D3MY17	36	0.7505	False	False
A0A9D3SMH1	36	0.7086	False	False
A0A9D3T436	36	0.7784	False	False
A0A9D3X831	36	0.75	False	False
A0A9F2WC97	36	0.703	False	False
A0A9J7EX92	36	0.7434999999999999	False	False
A0A9J7Z2S4	36	0.7635	False	False
A0A9J8ALN1	36	0.7794	False	False
A0A9J8CBA1	36	0.7575	False	False
A0A9L0I9Z8	36	0.8144	False	False
A0A9L0ITB1	36	0.7395999999999999	False	False
A0A9L0RWQ5	36	0.5710999999999999	False	False
A0A9L0S5B1	36	0.7155	False	False
A0A9L0SXH5	36	0.7212999999999999	False	False
A0A9L0TT51	36	0.4363	False	False
A0A9L0TT82	36	0.748	False	False
A0A9N7V0Y6	36	0.7876000000000001	False	False
A0A9Q0EM44	36	0.6884	False	False
A0A9Q0YRW4	36	0.5755	False	False
A0A9Q1AZ78	36	0.7143	False	False
A0A9Q1I8S6	36	0.7565000000000001	False	False
A0A9Q1ITJ8	36	0.7365	False	False
A0A9Q9VK06	36	0.7625	False	False
A0A9Q9VK09	36	0.757	False	False
A0A9W2V3E3	36	0.7908	False	False
A0A9W7WGK0	36	0.742	False	False
A0A9X9Q030	36	0.7434999999999999	False	False
A0A9Y4KDF0	36	0.7887000000000001	False	False
A0AA35L2M9	36	0.7237	False	False
A0AA35WAB2	36	0.6008	False	False
A0AA35WDY7	36	0.6518999999999999	False	False
A0AA38LZ46	36	0.5366	False	False
A0AA40GL15	36	0.7936	False	False
A0AA40HPE5	36	0.5518	False	False
A0AA41SPJ5	36	0.7256	False	False
A0AA47NUB9	36	0.7620999999999999	False	False
A0AA88MDV2	36	0.6769	False	False
A0AA88SFW4	36	0.8059999999999999	False	False
A0AA88TKL5	36	0.7881999999999999	False	False
A0AA88TTX7	36	0.7625	False	False
A0AA97LA98	36	0.7082999999999999	False	False
A0AA97M986	36	0.8072	False	False
A0AAA9SKE4	36	0.6957	False	False
A0AAD1S060	36	0.746	False	False
A0AAD3MT44	36	0.7916	False	False
A0AAD4UGZ7	36	0.7321	False	False
A0AAD5FG97	36	0.7809	False	False
A0AAD6ALW2	36	0.5181	False	False
A0AAD7T7F8	36	0.6981999999999999	False	False
A0AAD8BHE5	36	0.6598999999999999	False	False
A0AAD8GE30	36	0.752	False	False
A0AAD8GF97	36	0.7445	False	False
A0AAD8YYK9	36	0.708	False	False
A0AAD9EWG1	36	0.5147999999999999	False	False
A0AAD9JCL2	36	0.6506000000000001	False	False
A0AAD9L5A8	36	0.63	False	False
A0AAE0UZS6	36	0.7169	False	False
A0AAE1CQ49	36	0.6539	False	False
A0AAJ7LM47	36	0.7936	False	False
A0AAJ7X0B2	36	0.7076	False	False
A0AAN7PMD8	36	0.5942000000000001	False	False
A0AAN7X5L9	36	0.7916	False	False
A0AAN8BFF5	36	0.7856000000000001	False	False
A0AAN8CW75	36	0.7796	False	False
A0AAN8K7G7	36	0.6465000000000001	False	False
A0AAN8R939	36	0.7544	False	False
A0AAN9GIF4	36	0.6776000000000001	False	False
A0AAN9GZJ6	36	0.7575	False	False
A0AAQ4NUW9	36	0.7834	False	False
A0AAQ4PEX9	36	0.5783	False	False
A0AAQ4RTW6	36	0.7970999999999999	False	False
A0AAQ5X943	36	0.8208	False	False
A0AAQ5X9V8	36	0.7931999999999999	False	False
A0AAQ5XCE1	36	0.6258	False	False
A0AAQ5XEY6	36	0.8057	False	False
A0AAQ5XK37	36	0.8004000000000001	False	False
A0AAQ5XTP9	36	0.8369	False	False
A0AAQ5XX10	36	0.816	False	False
A0AAQ5XZC8	36	0.8028	False	False
A0AAQ5YCT0	36	0.815	False	False
A0AAQ5YGX6	36	0.7988	False	False
A0AAQ5YP57	36	0.8048000000000001	False	False
A0AAQ6A974	36	0.7939	False	False
A0AAQ6A9Z7	36	0.687	False	False
A0AAR2IWD8	36	0.7909999999999999	False	False
A0AAR2J5B3	36	0.75	False	False
A0AAR2J5R1	36	0.7681	False	False
A0AAR2KPL7	36	0.7981999999999999	False	False
A0AAR2LU80	36	0.8012999999999999	False	False
A0AAR2LZT2	36	0.7753	False	False
A0AAU9YVW0	36	0.7415999999999999	False	False
A0AAV1HG65	36	0.7936	False	False
A0AAV1MRR8	36	0.7936	False	False
A0AAV2HQX3	36	0.6667000000000001	False	False
A0AAV2K781	36	0.7675	False	False
